organismo,fecha_acta,fecha_envio-onc,descripcion,ccoo,planilla-adjunta,acto-administrativo
Gendarmería Nacional Argentina,2020-08-24,2020-09-28,"Comunicación Oficial enviada por la Gendarmería Nacional Argentina con el detalle del procedimiento COMPR.AR 37/5-0778-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-64868960-apn-escugengna.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-64868960-apn-escugengna.xlsx,https://www.argentina.gob.ar/sites/default/files/acto-2020-64556050-apn-escugengna.pdf
Ministerio de Educación,2020-09-17,2020-09-28,"Comunicación Oficial enviada por el Ministerio de Educación con el detalle del procedimiento COMPR.AR 82-0027-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-65122208-apn-dcme.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-65122208-apn-dcme.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-63938529-apn-me.pdf
Ministerio de Educación,2020-08-28,2020-09-28,"Comunicación Oficial enviada por el Ministerio de Educación con el detalle del procedimiento COMPR.AR 82-0023-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-65122208-apn-dcme.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-65122208-apn-dcme.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-61832630-apn-ssgame.pdf
Ministerio de Desarrollo Social,2020-09-08,2020-10-01,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0092-CDI20 / COVID-19 N°37/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-65868213-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-65868213-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-62696420-apn-mds.pdf
Ministerio de Desarrollo Social,2020-09-11,2020-10-02,"Comunicación Oficial enviada por el Ministerio de Desarrollo Social con el detalle del procedimiento COMPR.AR 95-0093-CDI20 / COVID-19 N°38/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-66227438-apn-dcycmds.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-66227438-apn-dcycmds.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-63064516-apn-mds.pdf
Ministerio de Educación,2020-09-24,2020-10-02,"Comunicación Oficial enviada por el Ministerio de Educación con el detalle del procedimiento COMPR.AR 82-0029-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-66273864-apn-dcme.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-66273864-apn-dcme.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-64601124-apn-me.pdf
Armada Argentina,2020-07-16,2020-10-02,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0156-CDI20 / COVID-19 N°156/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-66362626-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-66362626-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-62542044-apn-dgsaara.pdf
Armada Argentina,2020-08-11,2020-10-02,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0191-CDI20 / COVID-19 N°191/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-66364350-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-66364350-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-62272988-apn-dgsaara.pdf
Armada Argentina,2020-08-18,2020-10-02,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0203-CDI20 / COVID-19 N°203/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-66365429-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-66365429-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-62272453-apn-dgsaara.pdf
Armada Argentina,2020-08-31,2020-10-02,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0223-CDI20 / COVID-19 N°223/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-66368207-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-66368207-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-62270962-apn-dgsaara.pdf
Armada Argentina,2020-09-04,2020-10-02,"Comunicación Oficial enviada por la Armada Argentina - Hospital Naval con el detalle del procedimiento COMPR.AR 38/38-0225-CDI20 / COVID-19 N°225/20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-66369667-apn-dgsaara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-66369667-apn-dgsaara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-62271685-apn-dgsaara.pdf
Ministerio de Salud,2020-09-28,2020-10-05,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° GO-RFQ-09-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-66755851-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-66755851-apn-ssgams.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-66379476-apn-ssgams.pdf
